model,perturbation method,source split,example_id,label,hypothesis,original premise,perturbed premise
rnn,passive,mismatched,14065,0,Your contribution to the cause will aid others.,Your gift to Goodwill will help the many people who want to tell their own stories of success.,The many people who want to tell their own stories of success was helped by Your gift to Goodwill.
rnn,passive,mismatched,14183,0,The people we help are faced with huge obstacles.,"Each year, we help thousands of people who face tremendous obstacles.",Thousands of people who face tremendous obstacles was helped by we.
rnn,passive,mismatched,14283,0,Younis Khalis was a member of an important mujahideen faction.,"He found lodgings with Younis Khalis, the head of one of the main mujahideen factions.","Lodgings with Younis Khalis, the head of one of the main mujahideen factions was found by He."
rnn,passive,mismatched,14515,0,I loved The Giant Golden Book of Astronomy. ,"Well, probably the favorite book I had, this is a little different I had The Giant Golden Book of Astronomy, which I got when I was in the second grade and I read it cover to cover till I wore it out.","The Giant Golden Book of Astronomy, which I got when I was in the second grade was had by I."
rnn,passive,mismatched,14602,2,I didn't have any chances left to change my life. ,I had my second chance to change my life.,My second chance to change my life was had by I.
rnn,passive,mismatched,14632,2,"We will be giving out prizes from the raffle, but there will be no refreshments.","In addition, we will have soft drinks and a raffle, so that you can walk home with a great prize!",Soft drinks and a raffle was had by we!
rnn,passive,mismatched,14638,2,"As the story was being told, I tore up the book and never read again.","So I didn't like that at first, and then, of course, you know, as the story unfolded, you would, uh, relate that to your own experiences of being afraid and, and learning to conquer those fears and that kind of thing.",That was liked by I.
rnn,passive,mismatched,14661,0,When an infant is attached to their caregiver they actively seek contact and comfort from them. ,"Securely attached infants actively seek contact with and are easily consoled by their familiar, responsive caregiver.",Contact with was sought by Securely attached infants.
rnn,passive,mismatched,14698,0,Airspace was cleared by the FFA.,The FAA cleared the airspace.,The airspace was cleared by the FAA.
rnn,passive,mismatched,14972,0,The organization wants to fund three new projects.,"Concurrently, we are undertaking three new program  an undergraduate program in civil engineering with an emphasis on the environment; an undergraduate program in industrial engineering with a focus on manufacturing; and graduate programs leading to the M.S.",Three new program  an undergraduate program in civil engineering with an emphasis on the environment; an undergraduate program in industrial engineering with a focus on manufacturing; and graduate programs leading to the M.S. was undertaken by we.
rnn,pp,matched,31,0,We're going to run out of land space soon.,well that would be a help i wish they would do that here we have got so little landfill space left that we're going to run out before the end of this decade and it's really going to be,well that on that occasion would be a help i wish they would do that here we have got so little landfill space left that we're going to run out before the end of this decade and it's really going to be
rnn,pp,matched,203,1,"San'doro didn't sound like he was still thinking about that, thought Jon.","San'doro didn't make it sound hypothetical, thought Jon.","San'doro which we are talking about didn't make it sound hypothetical, thought Jon."
rnn,pp,matched,390,0,Czarek was welcomed into the group by the farmers.,"Czarek was welcomed enthusiastically, even though the poultry brotherhood was paying a lot of sudden attention to the newcomers - a strong group of young and talented managers from an egzemo-exotic chicken farm in Fodder Band nearby Podunkowice.","Czarek in the scenario was welcomed enthusiastically, even though the poultry brotherhood was paying a lot of sudden attention to the newcomers - a strong group of young and talented managers from an egzemo-exotic chicken farm in Fodder Band nearby Podunkowice."
rnn,pp,matched,487,0,"When a direct loan is disbursed, the credit subsidy cost will be recorded as an outlay under the reform.","Also, under credit reform, the credit subsidy cost is recorded as an outlay when a direct or guaranteed loan is disbursed.","Also, under credit reformin question , the credit subsidy cost is recorded as an outlay when a direct or guaranteed loan is disbursed."
rnn,pp,matched,665,1,The police were overt brutal. ,"Don't mean the police, but the people that are right in it. ","Don't mean the policeat the time , but the people that are right in it."
